Course name,Department code,Course code,T,P,C,Tutorial,Lecturer name,Lecturer Title,Lecturer Id,Section code,Section name,Year,Section department,Class size
Well logging,CENG,291,0,0,4,0,W.N Aggrey,,,,3,2,Petroleum,80
Engineering Technology I,CE,251,0,0,5,0,I. A. Edwin,,,,1,2,Material,112
Signals And Systems,EE,151,2,2,1,0,Prof. E. A. Jackson,,,,3,1,Telecom,98
Special Electrical Machines,GED,357,3,1,5,0,Dr. E.  K. Anto,,,,2,3,Electrical,120
Metalworking Processes,ME,363,3,1,1,0,S. Kwofie,,,,1,3,Metallurgical,70
Process Engineering Project I,ME,195,2,5,3,0,All Staff,,,,3,1,chemical,140
Regional Geology,GED,451,3,0,1,0,G. Foli,,,,1,4,Geological,150
Wireless Data Communication Network,MATH,151,3,1,4,0,Mr. K. A. P. Agyekum,,,,1,1,Electrical,100
Linear Electronic Circuits,CHE,251,3,0,1,0,A.S. Agbemenu,,,,3,2,Biomedical,150
Fertilizer Technology,METE,351,2,0,5,0,L. Darkwah,,,,3,3,Petrochemical,75
Numerical Methods,ENGL,157,2,3,3,0,A. Agyei,,,,3,1,Computer,80
Distributed Computing,AERO,393,2,5,4,0,Klogo,,,,1,3,Computer,70
Safety and Pollution Control,EE,261,3,0,5,0,M. Y. Mensah,,,,2,2,chemical,130
Object Oriented Programming,ME,161,2,1,4,0,B. Kommey,,,,3,1,Computer,87
Communication Skills I,COE,381,2,2,1,0,K. Baah Gyamfi,,,,2,3,Telecom,54
Chemical Engineering Thermodynamics I,METE,497,0,6,1,0,E.O. Ansah,,,,2,4,Petroleum,55
Differential Equations,ECON,151,4,0,2,0,P. R. Nyarko,,,,2,1,Geological,180
Engineering in Society,CE,155,0,0,2,0,P. E. Adjei,,,,1,1,Computer,69
Basic Mechanics,EE,151,3,2,4,0,F. W. Adam,,,,3,1,Computer,87
Differential Equations,EE,151,4,2,2,0,E. Agyeman,,,,1,1,Telecom,80
Aerospace Engineering Vacation Training III,COE,153,0,4,5,0,P. O. Tawiah,,,,3,1,Aerospace,89
Chemical Engineering Laboratory I,METE,355,2,0,2,0,E. Awarikabey,,,,3,3,chemical,75
Object Oriented Programming,ME,281,2,0,3,0,B. Kommey,,,,2,2,Computer,85
Course name,COE,251,T,1,5,0,Lecturer name,,,,1,2,Section department,112
Basic Hydrology,FREN,181,2,0,3,0,E. K. Appiah- Adjei,,,,3,1,Geological,180
Basic Geology,PCE,453,2,5,4,0,S. K. Y. Gawu,,,,2,4,Geological,130
Information Science And Programming,PCE,355,2,0,1,0,A. A. Acheampong,,,,1,3,Geomatic,85
Applied Electricity,ME,159,0,3,3,0,E.A. Frimpong,,,,2,1,Petroluem,89
Object Oriented Programming,CHE,451,2,0,2,0,B. Kommey,,,,1,4,Computer,80
Highway Engineering,ME,195,0,5,4,0,Y. A. Tuffour,,,,2,1,Civil,75
Power Generation And Supply,CE,251,2,2,5,0,Mr. E. O. K. Addo,,,,3,2,Electrical,117
Foundry Technology I,MSE,253,3,0,3,0,S. Kwofie,,,,1,2,Metallurgical,60
Differential Equation,CHE,351,4,1,1,0,K. F. Darkwa,,,,3,3,Geomatic,120
Mass Transfer Processes,CENG,291,2,0,4,0,E. G. Ankudey,,,,3,2,chemical,60
Engineering Surveying,ME,195,2,5,3,0,E. M. Osei Jnr,,,,1,1,Geomatic,140
Electrical/Magnetic Properties of Mats.,MATH,251,3,1,2,0,F. O. Agyemang,,,,3,2,Material,90
French For Communication Purposes I,AERO,395,2,3,3,0,A. Dassoneville,,,,3,3,chemical,70
Algebra,ENGL,263,4,0,5,0,J. Ackora-Prah,,,,2,2,Telecom,96
C Programming,MSE,351,2,0,3,0,Mr. J. G. Nuamah,,,,3,3,Telecom,90
Environmental Studies,ME,251,2,0,4,0,Z. Ossei,,,,3,2,Aerospace,89
Microprocessors,CE,157,2,0,4,0,Dr. K. O. Boateng,,,,1,1,Telecom,180
Engineering Economy and Mgt,EE,261,3,0,2,0,A.K Intsiful,,,,2,2,Material,130
Aviation Business Management,CENG,291,2,8,2,0,A. K. Intsiful,,,,2,2,Aerospace,112
Differential Equations,MATH,251,4,0,3,0,F. T. Oduro,,,,1,2,Mechanical,130
Aerospace Engineering Vacation Training II,COE,381,0,2,3,0,P. O. Tawiah,,,,1,3,Aerospace,54
Introduction to Petroleum Engineering,CE,157,0,0,4,0,S.K Donyinah,,,,3,1,Petroleum,180
Chemical Engineering Laboratory II,CHE,471,0,0,4,0,E. Awarikabey,,,,3,4,chemical,130
Technical Drawing,MATH,251,2,0,5,0,R. Opoku,,,,1,2,Electrical,80
Discrete Structures,MATH,353,3,1,3,0,P. Yirenkyi,,,,1,3,Computer,75
Probability And Statistics,GED,455,2,1,5,0,G. A. Okyere,,,,2,4,Electrical,150
Strength of Materials I,CHE,359,3,1,1,0,P. Y. Andoh,,,,1,3,Aerospace,120
Applied Electricity,CE,463,3,0,2,0,Dr. F. B. Effah,,,,1,4,Electrical,79
Basic Hydrology,GE,353,2,3,5,0,E. K. Appiah- Adjei,,,,1,3,Geological,89
Foundry Technology I,MATH,353,3,1,1,0,S. Kwofie,,,,1,3,Material,45
Differential Equations,AERO,395,4,3,2,0,K. F Darkwah,,,,2,3,Biomedical,70
Vacation training,COE,387,0,2,1,0,All Academic Staff,,,,3,3,Material,54
Signals And Systems,MSE,353,2,0,4,0,Prof. E. A. Jackson,,,,2,3,Telecom,90
Computer Aided Design,CHE,253,0,0,1,0,J. B. Osei,,,,1,2,Civil,80
Avionics,MSE,357,3,0,1,0,F. W. Adam,,,,3,3,Aerospace,90
Engineering Ceramics I,METE,457,3,0,3,0,A. Andrews,,,,1,4,Material,55
Basic Mechanics,CE,367,3,0,3,0,F. W. Adam,,,,3,3,Biomedical,140
Petro- Technical And Economics,MSE,353,0,0,5,0,W.N Aggrey,,,,2,3,Petroleum,75
Communication Skills I,PETE,371,0,0,2,0,Adjei Forson,,,,3,3,Civil,78
Experimental Data Analysis,COE,453,2,2,1,0,M. A. Rockson,,,,2,4,chemical,89
Aerospace Vehicle Design,AERO,351,3,0,4,0,J. Ampofo,,,,2,3,Aerospace,70
Pollution Control in Petrochemical Industry,CENG,291,2,0,2,0,P. Boakye,,,,3,2,Petrochemical,90
Organic Chemistry for Engineers,EE,151,0,2,1,0,C. O. Akoto,,,,3,1,Petroluem,98
Differential Equations,CE,155,4,0,1,0,Benedict Barnes,,,,1,1,Petrochemical,69
Literature in English I,EE,151,1,2,4,0,E.Y. Ayepkle,,,,1,1,Telecom,140
Strength of Materials I,MATH,353,3,1,2,0,P. Y. Andoh,,,,2,3,Aerospace,54
Reservoir Simulation,GED,471,0,0,5,0,W.N. Aggrey,,,,1,4,Petroleum,150
Computer Optimisation Methods,CE,457,2,0,3,0,E. K. Baah- Ennumh,,,,3,4,Petrochemical,79
Plant Design Project I,BME,451,0,2,2,0,All staff,,,,3,4,chemical,78
Classical Control Systems,CHE,455,2,0,2,0,G. S. Klogo,,,,3,4,Computer,130
Natural Gas Processing Technology,ME,159,2,2,3,0,E. G. Ankudey,,,,2,1,chemical,70
French For Communication 1,ME,491,2,0,2,0,Kudom,,,,3,4,Geomatic,78
Hydraulics and Pneumatics,CE,251,3,0,4,0,Y. A. K. Fiagbe,,,,3,2,Mechanical,112
Principles of Land Surveying,ECON,151,0,0,3,0,A. Arko Adjei,,,,2,3,Petroleum,70
Industry Safety and Environmental Protection,CHEM,169,0,6,2,0,Dr Donyinah,,,,3,1,Petroleum,70
Geological Field Mapping,MSE,457,1,0,5,0,S. K. Y. Gawu,,,,2,4,Geological,50
Inorganic Chemistry for Enginneers,COE,499,0,8,4,0,S. E. Agorku,,,,2,4,Petroluem,78
Strength of Materials,MATH,151,1,1,3,0,G. Sossou,,,,3,1,Geological,70
Fuel and Combustion Technology,ME,281,2,0,1,0,M. Y. Woode,,,,3,2,Petrochemical,85
Photogrammetry I,EE,367,2,0,4,0,A B. Agyemang,,,,1,3,Geomatic,79
Petroleum Fluid Dynamics,CHE,259,0,0,2,0,A. Hama,,,,3,2,Petroleum,150
Environmental Studies,PCE,351,2,0,4,0,K. Nyarko,,,,2,3,Computer,85
Soil Mechanics,MATH,151,0,1,2,0,F. Owusu-Nimo,,,,1,1,civil,87
Distributed Computing,COE,387,2,2,2,0,Klogo,,,,3,3,Computer,54
Numerical Methods,BME,397,2,3,4,0,P. A. Yirenkyi,,,,2,3,Aerospace,45
Differential Equations,CENG,291,0,4,4,0,K.F. Darkwah,,,,2,2,Civil,117
Vacation training,MSE,153,0,2,2,0,All Academic Staff,,,,1,1,Metallurgical,75
Analog Communication Systems,CHE,253,2,0,2,0,Rev. Dr. J. K. Oppong,,,,3,2,Telecom,80
Remote Sensing II,ECON,151,2,0,1,0,A. A. Duker,,,,1,3,Geomatic,85
Algebra,COE,381,4,2,2,0,C. Sebil,,,,2,3,Geomatic,79
Inorganic Chemistry for Enginneers,MATH,151,0,1,5,0,S. E. Agorku,,,,1,1,Petroluem,140
Engineering Technology I,AERO,293,0,5,5,0,P. O. Tawiah,,,,1,2,Mechanical,89
Mechanical Behaviour of Materials,AERO,351,3,0,2,0,S. Kwofie,,,,3,3,Material,70
Mechanical Separation Processes,CE,477,2,2,1,0,L. Darkwah,,,,2,4,chemical,150
Technical Drawing,GED,153,0,2,3,0,I. Davies,,,,1,1,Petroluem,78
Electromagnetic Compatibility,ENGL,157,3,0,3,0,Dr. A-R Ahmed,,,,2,1,Telecom,180
Geodetic Surveying I,PCE,453,2,5,3,0,I. Dadzie,,,,2,4,Geomatic,130
Vacation training,COE,381,0,2,2,0,All Academic Staff,,,,2,3,Material,54
Algebra,MSE,251,4,0,4,0,C. Sebil,,,,2,2,Geomatic,60
Project I,PETE,467,0,0,5,0,All Academic Staff,,,,1,4,Biomedical,67
Aerospace Industry & Engineering,CE,257,3,0,3,0,G. Takyi,,,,2,2,Aerospace,112
Electrical Services Design,CHE,467,1,0,3,0,Mr. E. O. K. Addo,,,,1,4,Electrical,80
Hydrology,CHE,251,0,0,5,0,K.A. Adjei/C. Gyamfi,,,,1,2,civil,150
Aviation Business Management,GED,251,2,2,5,0,A. K. Intsiful,,,,1,2,Aerospace,117
Fuel and Combustion Technology,CE,157,2,0,1,0,M. Y. Woode,,,,2,1,Petrochemical,180
Hydraulics and Pneumatics,ME,295,3,3,2,0,Y. A. K. Fiagbe,,,,2,2,Mechanical,89
Industry Safety and Environmental Protection,PETE,253,0,0,4,0,Dr Donyinah,,,,2,2,Petroleum,80
Computer Optimisation Methods,ME,157,2,2,2,0,E. K. Baah- Ennumh,,,,2,1,Petrochemical,69
Engineering in Society,ECON,151,1,0,1,0,P. Odame,,,,3,3,Biomedical,89
Probability and Statistics,ME,255,2,1,5,0,E. Harris,,,,3,2,Computer,89
Engineering Geology I,CENG,291,2,0,2,0,S. S. R. Gidigasu,,,,2,2,Geological,90
Introduction to Economics I,PCE,359,2,0,4,0,E. Buabeng,,,,2,3,Mechanical,85
Algebra,COE,251,4,3,5,0,P. R. Nyarko,,,,2,2,Geological,76
Corrosion And Corrosion Control,GE,271,3,3,2,0,A. Andrews,,,,1,2,Metallurgical,96
Engineering Geology,ME,491,0,0,4,0,V.K.A. Acquaah,,,,2,4,Civil,78
Chemical Process Industries,GE,461,2,3,4,0,B. Afotey,,,,3,4,Chemical,68
Water And Waste Water Engineering,CE,475,0,0,2,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,2,4,Civil,79
Polymer Technology,GED,351,2,2,1,0,M. Y. Mensah,,,,1,3,chemical,120
Fluid Transport,MSE,151,3,1,4,0,M. A. Rockson,,,,2,1,Petrochemical,140
Applications of Computer Graphics,CE,461,2,0,1,0,M. N. Sackey,,,,2,4,Mechanical,79
Project I,EE,489,2,,5,0,All Lecturers,,,,3,4,Geomatic,150
Engineering Materials I,CE,259,2,0,4,0,G. Takyi,,,,3,2,Mechanical,112
Project 1,GE,491,0,4,4,0,All Academic Staff,,,,3,4,Metallurgical,68
Indigenous Processing,METE,451,1,1,4,0,E. K. Arthur,,,,2,4,Material,55
Differential Equation,COE,153,4,4,4,0,K. F. Darkwa,,,,3,1,Geomatic,87
Computer Networking,FC,181,3,0,5,0,Dr. K.A.B. Opare,,,,1,3,Electrical,85
Photogeology & Remote Sensing,GED,253,2,2,3,0,A. Duker,,,,2,2,Geological,117
Introductory Economics I,EE,151,2,2,5,0,J. D. Bosco,,,,3,1,chemical,75
Geotechnical Engineering I,PCE,455,0,0,5,0,S. I. K. Ampadu/ B. Ali,,,,1,4,Civil,130
Communication Skills I,EE,151,0,0,5,0,P. Yeboa,,,,3,1,Petroluem,77
Strength of Materials,MATH,353,1,1,2,0,G. Sossou,,,,3,3,Geological,90
Dynamics of Solid Mechanics,CE,151,2,1,3,0,J. Ampofo,,,,3,1,Mechanical,78
Environmental Engineering Technology,EE,271,0,0,2,0,Dr. S.K Donyinah,,,,3,2,Petroleum,76
Differential Equations,ENGL,263,4,0,5,0,F.T. Oduro,,,,1,2,Material,89
Eng. Economy  And Entrepreneurship,ME,161,3,1,4,0,K.B. Nyarko,,,,3,1,Geomatic,80
Computer Programming,COE,291,0,7,5,0,C. Gyamfi/J. B. Osei,,,,3,2,Civil,112
Basic Mechanics,MSE,251,3,0,2,0,F. W. Adam,,,,2,2,Biomedical,60
Communication Skills I,MATH,353,2,0,4,0,K. B. Nyarko,,,,3,3,Aerospace,79
Corrosion of Eng. Materials,CHE,251,3,0,2,0,A. Andrews,,,,3,2,Material,150
Indigenous Processing,CENG,291,1,8,3,0,E. K. Arthur,,,,2,2,Metallurgical,96
Communication Skills I,PCE,353,2,4,5,0,P. Abaka,,,,3,3,Geomatic,85
Biomaterials II,ME,161,3,0,3,0,D. A. Y. Agyapong,,,,2,1,Biomedical,180
Project 1,EE,151,0,0,1,0,All Academic Staff,,,,1,1,Material,77
Technical Drawing,ME,159,1,3,4,0,A. K. Sunnu,,,,1,1,Chemical,78
Applied Electricity,MATH,151,0,1,3,0,E.A. Frimpong,,,,3,1,Petroluem,89
Essential Oils,COE,381,2,2,4,0,M. Y. Woode,,,,2,3,Petrochemical,79
Corrosion Engineering,MSE,497,2,6,4,0,L. Darkwah,,,,1,4,Petrochemical,50
Aerospace Engineering Vacation Training II,MATH,353,0,0,5,0,P. O. Tawiah,,,,3,3,Aerospace,120
Computer Engineering Lab. I,CHE,461,0,0,2,0,All Academic Staff,,,,3,4,Computer,130
Exploration Geochemistry,METE,357,2,4,5,0,S. K. Y. Gawu,,,,2,3,Geological,75
Probability and Statistics,ME,159,2,3,2,0,D. Asamoah,,,,3,1,Metallurgical,90
Automatic Control I,EE,489,2,,1,0,E. A. Adjei,,,,2,4,Mechanical,150
Principles of Hydrometallurgy,COE,475,3,2,1,0,F. W. Y. Momade,,,,2,4,Metallurgical,90
Optical Communications,GED,153,2,2,1,0,Dr. J. J. Kponyo,,,,1,1,Telecom,78
Petrochemical Fluid Properties,CE,359,2,2,2,0,E. G. Ankudey,,,,3,3,Petrochemical,120
Polymer Technology,ME,491,2,0,1,0,M. Y. Mensah,,,,1,4,Petrochemical,90
Cell Biology,ME,159,2,3,5,0,Y. Ahmed/ SMS,,,,2,1,Biomedical,98
Mechanical Engineering Lab. III,MATH,151,0,0,3,0,Y. A. K. Fiagbe,,,,2,1,Mechanical,80
Project I,GED,461,0,1,4,0,All staff,,,,3,4,Telecom,150
Analog Communication Systems,CENG,291,2,1,4,0,Rev. Dr. J. K. Oppong,,,,2,2,Telecom,85
Microprocessors,ECON,151,2,0,4,0,J. Yankey,,,,2,1,Biomedical,180
Foundry Technology I,GE,183,3,0,2,0,S. Kwofie,,,,2,3,Metallurgical,78
Composite Materials,CHE,357,3,0,1,0,E. Gikunoo,,,,2,3,Material,78
Strength of Materials I,COE,499,3,8,2,0,P. Y. Andoh,,,,3,4,Aerospace,78
Information Theory,PCE,353,2,4,1,0,E. K. Akowuah,,,,3,3,Computer,85
Information Science And Programming,CHE,451,2,0,4,0,A. A. Acheampong,,,,2,4,Geomatic,130
Introduction to Fluid Mechanics,ME,259,2,2,1,0,Y. A. K Fiagbe,,,,1,2,Mechanical,85
Information Science And Programming,GE,351,2,3,4,0,A. A. Acheampong,,,,3,3,Geomatic,89
Electrical Engineering Lab I,PCE,351,0,0,2,0,Dr. E. A. Frimpong,,,,1,3,Electrical,85
Mechanical Engineering Lab. III,CE,367,0,0,2,0,Y. A. K. Fiagbe,,,,3,3,Mechanical,140
Communication Skills I,CHE,261,2,3,5,0,K. Baah Gyamfi,,,,2,2,Telecom,80
Circuit Theory,TE,291,2,6,2,0,P. Y. Okyere,,,,1,2,Computer,76
Basic Geology,AERO,157,2,1,1,0,S. K. Y. Gawu,,,,3,1,Geological,69
Numerical Methods,MATH,251,2,1,3,0,P. Amoako-Yirenkyi,,,,3,2,Electrical,60
Engineering Technology,MATH,353,0,0,1,0,C. G. Amedjoe/ M. C. Wilson,,,,3,3,Geological,118
Fertilizer Technology,ME,159,2,3,4,0,L. Darkwah,,,,2,1,Petrochemical,140
Hydraulics and Pneumatics,COE,371,3,1,3,0,Y. A. K. Fiagbe,,,,2,3,Mechanical,54
Organic and Petrochemical Synthesis,COE,371,2,1,1,0,M. Y. Woode,,,,1,3,Petrochemical,45
Algebra,PETE,251,4,0,1,0,F. T. Oduro,,,,3,2,Biomedical,80
Signal & Systems,COE,457,3,2,2,0,K. A. P Agyekum,,,,1,4,Biomedical,89
Fluid Transport,TE,271,3,0,5,0,M. A. Rockson,,,,1,2,Petrochemical,76
Chemical Process Design and Economics,CHE,461,4,0,3,0,B. Afotey,,,,3,4,chemical,130
C Programming,ME,373,2,0,2,0,J. Yankey,,,,2,3,Electrical,100
Petroleum Engineering Calculations,CE,467,0,0,2,0,A. Hama,,,,2,4,Petroleum,79
Electrical Services Design,MATH,353,1,0,1,0,Mr. E. O. K. Addo,,,,1,3,Electrical,118
Analytical Chemistry for Chemical Engineers,COE,371,3,1,5,0,P. Boakye,,,,3,3,Petrochemical,45
Natural Gas Processing Technology,ME,491,2,0,3,0,E. G. Ankudey,,,,2,4,chemical,78
Engineering Technology,CE,355,0,0,1,0,P. Y. Okyere,,,,1,3,Computer,140
Numerical Methods,ENGL,157,0,0,4,0,P. Amoako-Yirenkyi,,,,2,1,civil,75
Polymer Processing,EE,387,2,0,5,0,A. A. Adjaottor,,,,2,3,Material,79
Remote Sensing II,MATH,251,2,1,2,0,A. A. Duker,,,,2,2,Geomatic,110
Mineralogy,PCE,457,2,0,2,0,C. G. Amedjoe,,,,2,4,Geological,130
Algebra,CHE,151,4,0,1,0,P. R. Nyarko,,,,1,1,Geological,70
Polymer Technology,ENGL,263,2,0,3,0,M. Y. Mensah,,,,1,2,chemical,76
Photogrammetry II,PETE,459,2,0,5,0,A.B. Agyemang,,,,2,4,Geomatic,67
Reservoir Recovery Techniques,ME,281,0,0,3,0,W.N Aggrey,,,,2,2,Petroleum,89
Transport Phenomena in Mat Proc. I,CENG,291,2,4,2,0,A. A. Adjaottor,,,,2,2,Material,89
Medical Imaging II,ME,159,2,3,3,0,E. K. T. Addison,,,,2,1,Biomedical,89
Indigenous Processing,ENGL,157,1,0,3,0,E. K. Arthur,,,,3,1,Metallurgical,78
Reservoir Models and Development,CHE,371,0,0,1,0,W.N Aggrey,,,,1,3,Petroleum,120
Differential Equations,MATH,351,4,1,5,0,E. Agyeman,,,,3,3,Telecom,70
Probability and Statistics,MSE,151,2,1,5,0,A. Y. Omari-Sasu,,,,2,1,Mechanical,140
Computer Architecture,METE,251,2,0,1,0,K. O. Boateng,,,,3,2,Computer,60
Fire and Safety Engineering,CHE,257,2,0,5,0,Zs. Momade,,,,2,2,Petrochemical,80
Polymer Technology,CHE,261,2,3,2,0,M. Y. Mensah,,,,1,2,Petrochemical,80
Numerical Methods,ME,161,0,1,1,0,P. Amoako-Yirenkyi,,,,2,1,civil,98
Engineering Economy & Management,CHE,151,2,0,5,0,A. K. Intsiful,,,,1,1,Mechanical,77
Applied Electricity,GE,353,2,3,2,0,E. A. Frimpong,,,,2,3,Metallurgial,89
Numerical Analysis,ME,195,2,5,5,0,P. A. Yirenkyi,,,,2,1,Mechanical,140
Highway And Transportation Engineering I,ME,159,2,2,4,0,D. A. Obeng,,,,3,1,Geomatic,70
Basic Hydrology,ENGL,157,2,0,5,0,E. K. Appiah- Adjei,,,,2,1,Geological,89
Exploration Geochemistry,TE,471,2,0,5,0,S. K. Y. Gawu,,,,2,4,Geological,150
Microprocessors,COE,241,2,1,5,0,J. Yankey,,,,1,2,Biomedical,112
Engineering Economy & Management,AERO,483,2,1,2,,A. K. Intsiful,,,,3,4,Mechanical,55
Computer Application for Engineers,COE,451,1,2,1,0,E. Awarikabey,,,,3,4,Petrochemical,89
Environmental Studies,GE,353,2,3,4,0,Prof. Esi Awuah,,,,1,3,Telecom,89
Dynamics of Solid Mechanics,CHE,261,2,3,3,0,J. Ampofo,,,,3,2,Aerospace,150
Literature in English I,COE,287,1,1,1,0,P. Abakah,,,,2,2,Mechanical,112
Basic Mechanics,ME,161,3,1,2,0,F.W Adam,,,,3,1,Geomatic,80
Practical Chemistry I,COE,381,0,2,1,0,J. K. Mensah,,,,2,3,Petrochemical,79
Fertilizer Technology,ENGL,263,2,0,4,0,L. Darkwah,,,,3,2,Petrochemical,112
Applied Electricity,ME,195,2,5,2,0,E.A Frimpong,,,,1,1,Chemical,75
Reservoir Simulation,MATH,353,0,0,1,0,W.N. Aggrey,,,,2,3,Petroleum,118
Communication Skills 1,AERO,395,2,3,5,0,English,,,,3,3,Computer,70
Introduction To Information Technology,MATH,351,1,0,5,0,E. A. Adjei,,,,3,3,Aerospace,89
Process Control and Instrumentation,ME,161,2,1,1,0,M. F. Baidoo,,,,3,1,Petrochemical,89
Mechanical Behaviour of Materials,ENGL,157,3,0,4,0,S. Kwofie,,,,2,1,Material,78
Project I,CSM,157,0,0,5,0,All staff,,,,2,2,Telecom,90
Technical Drawing,CENG,291,1,0,3,0,Y. A. K. Fiagbe,,,,1,2,Computer,90
Aerospace Engineering Vacation Training II,ME,161,0,1,1,0,P. O. Tawiah,,,,2,1,Aerospace,90
Power Generation And Supply,GE,271,2,3,3,0,Mr. E. O. K. Addo,,,,1,2,Electrical,96
Basic Hydrology,ME,159,2,3,4,0,E. K. Appiah- Adjei,,,,1,1,Geological,78
Introductory Economics I,EE,151,2,2,1,0,E. Buabeng,,,,1,1,Biomedical,69
Technical Drawing,MSE,355,2,0,1,0,R. Opoku,,,,1,3,Electrical,90
Engineering Economics and Management,PETE,371,3,0,4,0,A.K Intsiful,,,,2,3,Metallurgical,78
Experimental Data Analysis,METE,355,3,0,1,0,L. Darkwah,,,,2,3,Petrochemical,75
French For Communication Purposes 1,COE,451,0,2,3,0,D. Pimpong,,,,2,4,Civil,89
Microprocessors,COE,241,2,1,2,0,J. Yankey,,,,1,2,Computer,112
Mass Transfer Processes,CE,257,2,0,2,0,E. G. Ankudey,,,,2,2,chemical,112
Mineralogy,ME,295,2,3,2,0,C. Amejoe,,,,2,2,Metallurgical,85
Discrete Structures,PETE,461,3,0,5,0,P. Yirenkyi,,,,3,4,Computer,67
Engineering Technology I,EE,151,0,2,4,0,I. A. Edwin,,,,2,1,Metallurgial,100
Intro to Information Technology,TE,497,0,6,1,0,E. Appiah-Effah/E.A. Donkor,,,,1,4,Civil,150
Petroleum Engineering Calculations,AERO,351,0,0,3,0,A. Hama,,,,1,3,Petroleum,70
Geotechnical Engineering,COE,351,3,4,4,0,S. I. K. Ampadu / B. Ali,,,,1,3,Geological,45
Electromagnetic Compatibility,ME,251,3,0,5,0,Dr. A-R Ahmed,,,,3,2,Telecom,85
Systems Engineering I,EE,287,0,0,4,0,E. A. Donkor,,,,1,2,Civil,130
Computer Architecture,CE,255,2,2,4,0,K. O. Boateng,,,,1,2,Computer,117
Vacation Training,MSE,151,0,1,2,0,All Academic Staff,,,,2,1,Computer,140
Technical Drawing,ME,491,1,0,1,0,F. Davies,,,,3,4,Geological,78
Chemical Process Design and Economics,GE,451,4,3,2,0,B. Afotey,,,,1,4,Petrochemical,68
Electrical Services Design,AERO,483,1,1,1,,Mr. E. O. K. Addo,,,,1,4,Electrical,55
Dynamics of Solid Mechanics,CHE,251,2,0,3,0,J. Ampofo,,,,2,2,Aerospace,150
Petrochemical Fluid Properties,MSE,351,2,0,1,0,E. G. Ankudey,,,,2,3,Petrochemical,90
Communication Skills I,ME,355,2,0,2,0,K. B. Nyarko,,,,3,3,Aerospace,90
Biomechanics I,ENGL,157,2,0,3,0,P. Odame,,,,1,1,Biomedical,75
Technical Drawing,TE,481,0,0,2,0,J. Aveyire,,,,1,4,Civil,150
Elementary Structures,ENGL,157,2,0,4,0,R. O. Afrifa,,,,1,1,Geological,140
Structural Engineering I,ME,251,0,0,4,0,J. W. Ampofo/ M. Adom Asamoah,,,,3,2,Civil,85
Environmental Engineering Technology,CHE,471,0,0,3,0,Dr. S.K Donyinah,,,,1,4,Petroleum,130
Communication Skills I,MSE,353,2,0,2,0,J. Aning,,,,1,3,Metallurgial,75
Applied Electricity,MATH,351,2,1,1,0,E. A. Frimpong,,,,2,3,Computer,54
Elements Of Economics 1,GE,281,0,1,3,0,John- Bosco Dramani,,,,2,2,Civil,96
Linear Electronic Circuits,CHE,363,3,0,5,0,A. S. Agbemenu,,,,3,3,Computer,120
Environmental Studies,CHE,253,2,0,5,0,R. Buamah,,,,2,2,Electrical,80
Mechanical Separation Processes,CE,263,2,0,3,0,L. Darkwah,,,,2,2,chemical,112
Project I,CE,151,0,0,1,0,All Academic Staff,,,,2,1,Computer,180
Engineering Technology,CHE,451,0,0,3,0,Mr. G. E. Afari,,,,2,4,Telecom,80
Highway And Transportation Engineering I,CHE,457,2,6,3,0,D. A. Obeng,,,,1,4,Geomatic,80
Engineering Economics and Management,CE,457,3,0,4,0,A.K Intsiful,,,,3,4,Metallurgical,79
Engineering in Society,CSM,157,0,0,5,0,H. Essandoh/E. Appiah-Effah,,,,1,2,Civil,90
Accounting I,MATH,353,2,1,1,0,Matthew,,,,2,3,Geomatic,75
Indigenous Processing,GE,351,1,3,4,0,E. K. Arthur,,,,1,3,Metallurgical,89
Literature in English,MATH,155,0,0,1,0,P. Abaka,,,,2,1,Civil,98
Basic Mechanics,CENG,291,3,8,3,0,F.W Adam,,,,2,2,Geomatic,96
Organic Chemistry for Engineers,AERO,495,0,1,5,,C. O. Akoto,,,,3,4,Petroluem,55
Introduction to Information Technology,CE,155,2,0,5,0,B. Yeboah- Akowuah,,,,1,1,Computer,69
Microprocessors,MSE,153,2,2,3,0,J. Yankey,,,,2,1,Biomedical,75
Mechanical Engineering Laboratory I,CHEM,169,0,6,1,0,R. Opoku,,,,3,1,Aerospace,70
Introduction to Economics I,MATH,151,2,1,4,0,E. Buabeng,,,,3,1,Mechanical,89
Catalysis,ENGL,157,2,0,5,0,M. F. Baidoo,,,,3,1,Petrochemical,90
Marine And Geodetic Science,CE,155,2,0,4,0,I. Dadzie,,,,2,1,Geomatic,80
Basic Mechanics,TE,381,3,0,5,0,F.W Adam,,,,2,3,Geomatic,118
Regional Geology,BME,397,3,3,1,0,G. Foli,,,,2,3,Geological,45
Exploration Geophysics,MSE,257,2,1,3,0,B. Ali,,,,2,2,Geological,110
Project  I,ENGL,157,0,0,1,0,Academic Staff,,,,3,1,Aerospace,89
Circuit Theory,BME,471,2,2,4,0,Prof. E. A. Jackson,,,,1,4,Telecom,78
Chemical Engineering Thermodynamics I,CE,355,2,0,1,0,J. Ahiekpor,,,,1,3,Petrochemical,140
Polymer Processing,MATH,251,2,1,2,0,A. A. Adjaottor,,,,1,2,Material,85
Power Systems Operation & Control,CHE,253,3,0,3,0,Dr. E. K. Anto,,,,3,2,Electrical,80
